,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,3,5,1,5,6,8,6,13,11,8,9,12,18,24,26,26,34,31,42,28,12,18,13,19,13,18,14,10,12,12,12,13,7,5,2,3,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,1,1,3,2,2,4,2,4,3,1,2,1,2,5,4,3,8,8,8,8,11,11,13,21,7,19,35,26,27,14,22,24,18,33,45,41,74,57,64,36,29,25,11,3,9,5,6,1,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,1,1,2,0,3,4,0,1,1,3,3,1,1,6,5,5,2,6,9,10,11,18,16,24,18,20,19,19,24,21,28,24,38,60,58,41,56,31,16,14,12,7,5,2,2,4,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,2,2,0,2,4,5,2,1,2,3,5,3,4,6,7,8,7,4,10,20,16,11,18,14,17,17,15,19,33,25,39,54,50,63,36,28,16,7,10,9,2,3,1,6,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,3,1,0,1,0,0,2,0,4,3,1,4,5,1,3,2,4,5,5,4,4,5,9,15,13,17,10,9,11,23,13,19,44,34,50,46,60,31,24,29,10,4,9,4,4,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2,3,0,1,1,2,0,2,3,1,1,4,2,1,5,1,2,2,1,3,3,3,4,8,10,11,15,24,16,15,16,21,17,23,29,39,41,53,68,70,51,41,28,18,9,10,4,2,5,4,3,4,2,6,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,1,1,0,3,0,2,2,3,4,2,2,1,5,3,12,6,10,8,8,9,11,10,13,20,30,26,33,62,46,85,37,37,26,17,12,10,7,4,6,3,2,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,2,1,2,0,2,1,1,1,3,1,2,4,1,1,2,0,2,3,5,5,4,4,9,11,10,15,13,14,9,17,15,21,39,43,66,86,92,65,66,44,27,16,12,7,11,7,6,4,8,9,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,1,2,1,1,3,1,2,4,3,4,3,5,4,10,11,10,13,11,17,15,12,20,34,69,74,94,58,47,52,33,22,21,16,7,3,3,3,7,10,5,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,0,0,1,0,3,1,0,3,0,1,2,0,1,0,0,1,1,0,0,4,2,3,2,3,9,7,5,3,13,9,10,11,11,26,28,39,57,70,100,63,65,53,30,22,20,15,11,14,9,10,10,11,3,4,3,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,2,2,0,0,0,1,2,0,0,1,1,0,1,1,1,1,1,4,2,1,3,4,5,7,11,7,7,8,16,17,29,40,49,89,51,61,42,35,30,15,12,19,5,9,4,13,13,5,3,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,0,0,0,3,0,0,1,0,2,0,0,0,0,3,1,2,1,1,0,1,3,2,2,4,8,3,4,2,8,3,12,8,8,17,21,25,40,48,87,62,58,47,39,21,16,22,11,10,14,10,8,10,6,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,1,1,1,2,3,3,1,5,2,3,4,7,9,6,9,7,15,24,40,52,64,36,66,39,40,30,22,28,26,15,15,18,16,12,11,15,10,3,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,2,1,1,4,4,1,4,2,6,7,5,6,10,6,11,14,25,46,67,47,51,49,32,16,29,12,17,17,20,13,14,14,12,9,8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,5,4,5,2,1,4,8,1,7,12,14,34,28,46,42,45,49,29,23,15,20,17,16,13,21,19,11,16,15,9,8,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,0,0,0,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,1,1,1,3,0,1,3,3,2,3,3,12,6,15,38,36,43,42,30,36,23,20,17,11,14,16,15,20,23,20,15,4,10,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,1,1,0,3,4,3,7,2,4,2,3,7,3,10,14,36,38,38,36,38,27,25,28,22,18,23,22,15,21,21,24,10,10,6,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,2,2,0,1,0,0,0,3,5,2,2,6,7,4,8,16,17,18,30,39,30,21,21,19,19,13,6,14,11,20,24,15,18,9,3,8,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,2,0,1,1,1,2,2,3,2,2,4,5,8,8,13,9,29,24,27,29,24,21,14,15,14,8,12,13,15,22,21,24,12,7,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,1,3,4,6,2,1,1,1,3,3,8,8,20,26,26,15,23,15,18,12,12,15,15,12,17,14,18,15,12,13,9,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,3,2,1,6,3,7,26,7,17,20,14,12,11,11,12,13,9,11,18,21,23,15,15,11,11,6,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,3,1,1,1,1,0,1,3,4,6,5,8,18,16,26,20,22,15,9,13,14,11,17,20,23,22,17,21,14,8,4,4,3,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,2,6,5,18,11,19,18,21,20,15,21,18,24,17,30,43,43,42,52,51,49,34,26,16,13,12,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,2,0,2,0,0,2,2,1,4,1,9,13,16,23,17,7,13,15,18,17,20,26,43,58,68,51,48,38,41,50,22,31,14,9,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,0,0,1,12,13,14,8,14,17,16,9,8,15,16,18,22,36,56,41,49,36,33,38,31,11,11,8,7,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,1,0,1,2,3,7,4,8,10,8,9,6,9,11,9,12,19,27,33,38,37,48,36,22,24,19,16,8,10,6,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,2,2,0,2,1,7,5,3,12,14,13,14,3,9,11,14,18,41,47,45,55,79,73,60,51,35,39,25,17,13,10,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,0,1,0,2,3,1,3,8,3,4,3,6,6,6,10,12,11,32,28,34,40,45,36,29,28,21,17,13,7,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,6,5,9,4,6,4,3,7,5,7,15,28,29,34,26,35,41,33,22,20,17,12,8,6,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,2,0,1,5,6,4,3,7,6,0,5,4,10,11,17,32,31,31,32,32,32,26,37,19,14,18,11,8,5,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,1,2,4,5,7,5,6,6,8,20,14,21,15,20,10,18,15,10,18,18,9,4,5,3,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,3,4,2,5,5,6,5,5,11,15,23,34,41,53,40,47,46,47,41,41,38,28,23,16,11,6,2,0,1,0,4,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1,2,0,3,0,2,8,8,11,15,16,18,15,11,19,19,19,19,14,11,6,4,8,2,4,7,3,1,0,0,0,1,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,3,1,0,2,2,0,6,6,5,10,10,15,7,10,15,15,17,18,12,16,10,8,4,6,3,5,3,0,0,0,0,0,0,1,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,3,2,0,1,9,3,8,3,11,12,9,11,8,4,13,12,8,6,7,5,6,1,2,1,0,0,0,2,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,1,0,0,1,3,4,6,4,4,5,6,6,8,12,9,12,9,8,11,10,7,10,8,3,8,1,2,1,1,2,0,1,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,6,5,5,11,13,13,10,19,22,27,26,27,23,29,29,30,22,20,19,18,11,8,10,3,4,5,2,1,1,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,0,1,1,5,4,8,8,11,8,8,10,9,9,19,11,7,8,10,2,8,1,1,5,3,5,4,0,1,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,1,3,5,6,5,0,5,6,5,10,8,7,5,2,12,5,1,2,1,2,1,2,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,3,2,2,4,4,5,2,9,4,9,12,9,9,6,6,8,9,3,3,5,2,0,2,1,2,0,1,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,3,0,0,1,4,1,3,3,4,5,7,3,5,8,5,2,5,4,5,2,8,4,1,2,3,4,2,1,1,0,2,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,2,3,3,1,3,3,4,2,3,4,10,10,15,12,15,10,13,9,12,9,11,19,4,5,8,3,1,0,2,1,2
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,1,2,0,1,0,0,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,2,2,0,2,1,1,1,0,1,0,3,0,2,1,3,5,1,1,1,1,2,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,1,0,1,1,1,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,2,1,0,0,1,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,3,3,2,2,1,1,7,0,3,7,2,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,1,0,1,0,2,1,1,0,2,1,1,0,1,3
